date,device,smoothed_temperature,smoothed_pressure,smoothed_waterFraction
1/13/2010 10:00,42001,0.418663537,2.506247024,1.716003344
1/13/2010 11:00,42001,0.418663537,2.506247024,1.716003344
1/13/2010 12:00,42001,0.419955748,2.579627497,1.72427587
1/13/2010 13:00,42001,0.419955748,2.60556878,1.716003344
1/13/2010 14:00,42001,0.419955748,2.60556878,1.662757832
1/13/2010 15:00,42001,0.419955748,2.579627497,1.662757832
1/13/2010 16:00,42001,0.464192061,2.408322157,1.662757832
1/13/2010 17:00,42001,0.497558904,2.408322157,1.662757832
1/13/2010 18:00,42001,0.497558904,2.337344035,1.662757832
1/13/2010 19:00,42001,0.497558904,2.337344035,1.662757832
1/13/2010 20:00,42001,0.497558904,2.337344035,1.662757832
1/13/2010 21:00,42001,0.612810865,2.337344035,1.672097858
1/13/2010 22:00,42001,0.612810865,2.337344035,1.698970004
1/13/2010 23:00,42001,0.612810865,2.338139551,1.698970004
1/14/2010 0:00,42001,0.612810865,2.338139551,1.698970004
1/14/2010 1:00,42001,0.434600967,2.337344035,1.672097858
1/14/2010 2:00,42001,0.419955748,2.326438277,1.672097858
1/14/2010 3:00,42001,0.419955748,2.199904107,1.698970004
1/14/2010 4:00,42001,0.419955748,2.199904107,1.698970004
1/14/2010 5:00,42001,0.419955748,2.199904107,1.672097858
1/14/2010 6:00,42001,0.419955748,2.199904107,1.698970004
1/14/2010 7:00,42001,0.419955748,2.199904107,1.698970004
1/14/2010 8:00,42001,0.434600967,2.326438277,1.672097858
1/14/2010 9:00,42001,0.500549649,2.338139551,1.672097858
1/14/2010 10:00,42001,0.500549649,2.352717728,1.662757832
1/14/2010 11:00,42001,0.646548883,2.353456187,1.662757832
1/14/2010 12:00,42001,0.678785271,2.353456187,1.643452676
1/14/2010 13:00,42001,0.745534778,2.43109375,1.662757832
1/14/2010 14:00,42001,0.810878472,2.437909196,1.672097858
1/14/2010 15:00,42001,0.811839862,2.477680758,1.698970004
1/14/2010 16:00,42001,0.814287475,2.514575699,1.698970004
1/14/2010 17:00,42001,0.849074467,2.514575699,1.672097858
1/14/2010 18:00,42001,0.814287475,2.514575699,1.698970004
1/14/2010 19:00,42001,0.814287475,2.514575699,1.681241237
1/14/2010 20:00,42001,0.811839862,2.514575699,1.681241237
1/14/2010 21:00,42001,0.811839862,2.514575699,1.707570176
1/14/2010 22:00,42001,0.811839862,2.514575699,1.707570176
1/14/2010 23:00,42001,0.810878472,2.491203706,1.707570176
1/15/2010 0:00,42001,0.810878472,2.491203706,1.681241237
1/15/2010 1:00,42001,0.784658572,2.514575699,1.681241237
1/15/2010 2:00,42001,0.784658572,2.514575699,1.716003344
1/15/2010 3:00,42001,0.784658572,2.491203706,1.716003344
1/15/2010 4:00,42001,0.784658572,2.433024396,1.716003344
1/15/2010 5:00,42001,0.784658572,2.326438277,1.681241237
1/15/2010 6:00,42001,0.718483848,2.326438277,1.716003344
1/15/2010 7:00,42001,0.784658572,2.326438277,1.69019608
1/15/2010 8:00,42001,0.838754691,2.326438277,1.716003344
1/15/2010 9:00,42001,0.838754691,2.326438277,1.69019608
1/15/2010 10:00,42001,0.838754691,2.326438277,1.662757832
1/15/2010 11:00,42001,0.838754691,2.278932537,1.662757832
1/15/2010 12:00,42001,0.838754691,2.150689782,1.69019608
1/15/2010 13:00,42001,0.838754691,2.000585892,1.716003344
1/15/2010 14:00,42001,0.872629462,1.997370372,1.73239376
1/15/2010 15:00,42001,0.872629462,1.997370372,1.73239376
